mol_id,smiles,pred_lambda,pred_phi,dist_lambda,score_lambda,score_phi,combined_score
4181,CCC1(CC)c2cc(C=Cc3ccc(C=Cc4ccc5c(c4)C(CC)(CC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)cc3)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,385.93976,0.28374055,414.06024,1.892779e-05,0.28374055,5.3705817e-06
871,C#CCN1C(=O)C(C=Cc2cc(OCCCCCC)ccc2OCCCCCC)N=C1C,389.00244,0.2498087,410.99756,2.1476857e-05,0.2498087,5.3651056e-06
5375,COC(=O)c1ccc(C(=O)NC(C)(C)C)c2c1ccc1c3ccccc3c3ccccc3c12,388.63715,0.25349763,411.36285,2.1156678e-05,0.25349763,5.363168e-06
3097,c1cc2ccc1CCCc1ccc(c3nsnc13)CCC2,389.29364,0.24649104,410.70636,2.1735346e-05,0.24649104,5.357568e-06
5913,COc1cc(OC)c2c(c1)c1cc3oc(=O)cc(C)c3cc1c1cc(OC)cc(OC)c12,389.79785,0.24119334,410.20215,2.218986e-05,0.24119334,5.3520466e-06
1871,c1ccc(-n2c(-c3ccc(N(c4ccc(-c5ccc(N(c6ccc(-c7nc8c9ccccc9c9ccccc9c8n7-c7ccccc7)cc6)c6ccc(-c7nc8c9ccccc9c9ccccc9c8n7-c7ccccc7)cc6)cc5)cc4)c4ccc(-c5nc6c7ccccc7c7ccccc7c6n5-c5ccccc5)cc4)cc3)nc3c4ccccc4c4ccccc4c32)cc1,392.5858,0.21496001,407.4142,2.4868654e-05,0.21496001,5.345766e-06
6394,CN(C)c1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,389.31473,0.24535613,410.68527,2.1754175e-05,0.24535613,5.33752e-06
980,O=C1c2ccccc2-c2ccccc21,389.9656,0.23864539,410.0344,2.2343049e-05,0.23864539,5.3320655e-06
2171,CC1(C)c2ccccc2-c2cc3c(cc21)N(c1ccc(-c2nc(-c4ccc(N5c6ccccc6C(c6ccccc6)(c6ccccc6)c6cc7c(cc65)C(C)(C)c5ccccc5-7)cc4)nc(-c4ccc(N5c6ccccc6C(c6ccccc6)(c6ccccc6)c6cc7c(cc65)C(C)(C)c5ccccc5-7)cc4)n2)cc1)c1ccccc1C3(c1ccccc1)c1ccccc1,390.32568,0.23496385,409.67432,2.2675236e-05,0.23496385,5.327861e-06
4514,Cc1cccn2c1cc1c3ccccc3nc(-c3cccs3)c12,390.8449,0.2299124,409.1551,2.3162413e-05,0.2299124,5.3253257e-06
3996,O=C1C(=Cc2ccc(Br)cc2)Oc2cccc(O)c21,390.65726,0.23152141,409.34274,2.2985207e-05,0.23152141,5.3215676e-06
4635,C(=Cc1ccc(-c2cccc3ccccc23)s1)c1cccs1,390.35764,0.23437841,409.64236,2.2704946e-05,0.23437841,5.321549e-06
689,c1ccc(-c2ccc(-c3cn4ccc[n+]4[n-]3)cc2)cc1,389.78665,0.23963584,410.21335,2.2179664e-05,0.23963584,5.3150425e-06
6239,COCCOCCOCCOCC(COCCOCCOCCOC)Oc1cc(C=Cc2ccc(C=C(C#N)c3ccncc3)cc2)c(OC(COCCOCCOCCOC)COCCOCCOCCOC)cc1C=Cc1ccc(C=C(C#N)c2ccncc2)cc1,375.79706,0.42903316,424.20294,1.2373022e-05,0.42903316,5.308437e-06
5203,N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,381.35077,0.3391755,418.64923,1.5635851e-05,0.3391755,5.3032973e-06
6468,COc1cc2c(cc1OC)C1=CC(c3ccccc3)C3(C(C#N)=C(C#N)N1CC2)c1ccccc1-c1ccccc13,387.06818,0.26731083,412.93182,1.983188e-05,0.26731083,5.301276e-06
3263,N#CC(=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1nc2ccccc2s1,389.53046,0.24070351,410.46954,2.1947724e-05,0.24070351,5.282894e-06
6649,Cc1c(COC(=O)Cc2ccccc2)n2c(OCC(=O)Cc3ccccc3)c(C)c(=O)n2c1=O,385.5528,0.2835903,414.4472,1.8626792e-05,0.2835903,5.282377e-06
6472,COc1cc2c(cc1OC)C1=CC(c3ccc(Cl)cc3)C3(C(C#N)=C(C#N)N1CC2)c1cc(Cl)ccc1-c1ccc(Cl)cc13,382.58868,0.32039392,417.41132,1.6466296e-05,0.32039392,5.2757014e-06
4707,CC1(C)c2ccccc2-c2ccc(N(c3ccccc3)c3ccc4c(c3)C(C)(C)c3cc(-c5cc6ccccc6c6c5oc5ccccc56)ccc3-4)cc21,391.07742,0.22561152,408.92258,2.338376e-05,0.22561152,5.275646e-06
1556,Cc1cc2cc3cc(C)c(C)cc3cc2cn1,386.07,0.27688527,413.93,1.9030145e-05,0.27688527,5.269167e-06
2684,CC(C)(C)C1=CC2=C3C(=CC=C4C=CC(c5cc6c7cc(-c8ccc9ccc%10cc(C(C)(C)C)cc%11ccc8c9c%10%11)ccc7c(-c7ccc8ccc9cc(C(C)(C)C)cc%10ccc7c8c9%10)cc6c6cc(-c7ccc8ccc9cc(C(C)(C)C)cc%10ccc7c8c9%10)ccc56)=C(C=C2)C43)C1,378.72968,0.376,421.27032,1.4006079e-05,0.376,5.266286e-06
2270,c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,390.89465,0.22681579,409.10535,2.3209597e-05,0.22681579,5.264303e-06
2984,O=C(NN=Cc1ccccc1O)c1cc2ccccc2cc1O,386.77438,0.26852468,413.22562,1.9592664e-05,0.26852468,5.261114e-06
3079,O=C1c2ccccc2C(=O)N1c1ccc(Cn2cncn2)cc1,369.05917,0.56711394,430.94083,9.275958e-06,0.56711394,5.260525e-06
4200,CCN1c2ccc(C=NNc3ccccn3)cc2Sc2cc(-c3cccc4ccccc34)ccc21,388.88065,0.24612403,411.11935,2.1369595e-05,0.24612403,5.2595706e-06
1820,CN(C)c1ccc(C=Cc2ccccn2)cc1,385.01486,0.28871164,414.98514,1.8215842e-05,0.28871164,5.2591254e-06
1603,CN(c1ccccc1)c1c([O-])c(=[N+](C)c2ccccc2)c1=O,391.46555,0.22117466,408.53445,2.3757664e-05,0.22117466,5.2545934e-06
519,COc1ccc(C=C(C#N)c2nc(-c3ccc(OC)cc3)cs2)cc1,392.89313,0.20858887,407.10687,2.518189e-05,0.20858887,5.2526616e-06
4660,CC(C)(C)c1ccc(-c2cc(-c3ccc(-c4cc(-c5ccc(C(C)(C)C)cc5)c(C(=O)NCc5cccs5)s4)s3)sc2C(=O)NCc2cccs2)cc1,384.31067,0.29647776,415.68933,1.7690792e-05,0.29647776,5.244927e-06
1821,CCCCC(CC)COc1ccc2nc(-c3ccc(-c4ccccc4)s3)sc2c1,388.12943,0.2530792,411.87057,2.0719117e-05,0.2530792,5.2435776e-06
4508,COc1ccc2c3c(c4ccc(OC)cc4c2c1)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,387.71246,0.2573409,412.28754,2.0366153e-05,0.2573409,5.241044e-06
4011,COc1ccc(C=C(C#N)c2nc3ccccc3s2)cc1,392.32983,0.21285929,407.67017,2.461059e-05,0.21285929,5.2385926e-06
2569,CN(C)c1ccc2c(c1)C(=O)NC2=O,391.65787,0.21872158,408.34213,2.3945026e-05,0.21872158,5.237294e-06
889,O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,385.3192,0.28380787,414.6808,1.8447286e-05,0.28380787,5.2354853e-06
