t1,t2,n,accuracy,balanced_accuracy,f1_macro,kappa
0.02,0.22,129,0.8372093023255814,0.5893206597707575,0.5698195259839095,0.6838235294117647
0.02,0.24,129,0.8449612403100775,0.5942592592592593,0.5755801344610714,0.6994758299359347
0.02,0.26,129,0.813953488372093,0.5728739403882964,0.5556269270298048,0.6434822662367572
0.02,0.28,129,0.8062015503875969,0.5680430225139003,0.5500852514919011,0.630668804397618
0.02,0.3,129,0.7984496124031008,0.5632121046395041,0.5450404427415921,0.6165980795610425
0.02,0.32,129,0.8217054263565892,0.5795771479982007,0.5626693766937669,0.6622267759562841
0.02,0.34,129,0.8449612403100775,0.5971210076473235,0.5790899470899471,0.7070844686648502
0.02,0.36,129,0.8372093023255814,0.5919928025191182,0.5739141478282956,0.6927177858439202
0.02,0.38,129,0.8372093023255814,0.5915948275862069,0.5741517346549753,0.6925434116445353
0.02,0.4,129,0.8294573643410853,0.5858667384091113,0.5690943043884221,0.6777197365432659
0.02,0.42,129,0.7984496124031008,0.5628415300546448,0.5477048477048477,0.6176470588235294
0.02,0.44,129,0.8062015503875969,0.5642959770114943,0.5519147256217923,0.6271245230662504
0.02,0.46,129,0.7906976744186046,0.5482933914306464,0.5391577060931899,0.5881518268889677
0.02,0.48,129,0.7596899224806202,0.5236020334059549,0.5147206271078297,0.5239852398523985
0.02,0.5,129,0.7596899224806202,0.5215568316470695,0.5135955831608006,0.5200432069131062
0.02,0.52,129,0.7441860465116279,0.5040964742704593,0.49762380001900963,0.4771554900515844
0.02,0.54,129,0.7209302325581395,0.48280682135868047,0.4767368675865408,0.41891891891891886
0.02,0.56,129,0.7209302325581395,0.4708237986270023,0.4668308450053871,0.39270302079246766
0.02,0.58,129,0.7209302325581395,0.4634809634809635,0.4606359823751129,0.3748822183335577
0.02,0.6,129,0.7596899224806202,0.48373983739837395,0.48640819964349374,0.4344505727619856
0.02,0.62,129,0.7906976744186046,0.5006684491978609,0.5050920135787028,0.4710706150341686
0.02,0.64,129,0.7751937984496124,0.4698672114402451,0.4770648112356655,0.39893958868894597
0.02,0.66,129,0.7674418604651163,0.4534105095902849,0.4606991311376036,0.3609643328929987
0.02,0.68,129,0.7829457364341085,0.45503958407184214,0.4658036677454153,0.3709508881922675
0.02,0.7000000000000001,129,0.7906976744186046,0.4369300911854104,0.448974549048678,0.3269565217391305
0.02,0.72,129,0.7829457364341085,0.4064604810996563,0.4117319988879622,0.2321428571428572
0.02,0.74,129,0.7906976744186046,0.3993764172335601,0.4037204625439919,0.2160702228224174
0.02,0.76,129,0.8062015503875969,0.4057971014492754,0.41501174460815715,0.24117647058823521
0.02,0.78,129,0.8217054263565892,0.41269841269841273,0.4274643874643875,0.260468594217348
0.02,0.8,129,0.8062015503875969,0.3666666666666667,0.3575492920471086,0.11571154373457637
0.02,0.8200000000000001,129,0.8062015503875969,0.3333333333333333,0.29756795422031473,0.0
0.02,0.84,129,0.813953488372093,0.3333333333333333,0.29914529914529914,0.0
0.02,0.86,129,0.8449612403100775,0.3333333333333333,0.3053221288515406,0.0
0.02,0.88,129,0.8527131782945736,0.3333333333333333,0.30683403068340304,0.0
0.02,0.9,129,0.8604651162790697,0.3333333333333333,0.30833333333333335,0.0
0.02,0.92,129,0.875968992248062,0.3333333333333333,0.31129476584022037,0.0
0.02,0.9400000000000001,129,0.875968992248062,0.3333333333333333,0.31129476584022037,0.0
0.02,0.96,129,0.8992248062015504,0.3333333333333333,0.3156462585034014,0.0
0.02,0.98,129,0.9147286821705426,0.3333333333333333,0.3184885290148448,0.0
0.02,1.0,129,0.9224806201550387,0.3333333333333333,0.31989247311827956,0.0
0.04,0.06,129,0.7286821705426356,0.3333333333333333,0.28101644245142005,0.0
0.04,0.08,129,0.7286821705426356,0.3810311552247036,0.35193798449612407,0.13239815526518084
0.04,0.1,129,0.7054263565891473,0.37045177045177047,0.3340029014618904,0.17834394904458595
0.04,0.12,129,0.6976744186046512,0.4639788499669531,0.40875322997416025,0.28455631399317405
0.04,0.14,129,0.6666666666666666,0.43920145190562615,0.38918597742127153,0.24939106901217867
0.04,0.16,129,0.627906976744186,0.41959140911471976,0.37442218798151,0.23498888065233503
0.04,0.18,129,0.6201550387596899,0.43345543345543347,0.3892442549158967,0.25888146324305294
0.04,0.2,129,0.689922480620155,0.5309684684684685,0.471505376344086,0.4336516298979256
0.04,0.22,129,0.7209302325581395,0.5796319357963194,0.5065414806833923,0.5092983939137785
0.04,0.24,129,0.7286821705426356,0.585239651416122,0.5136653895274584,0.5237844109271175
0.04,0.26,129,0.6976744186046512,0.5601253427340384,0.4961031175059952,0.47746157041960946
0.04,0.28,129,0.689922480620155,0.5552944248596422,0.4912358882947118,0.4693541752365281
0.04,0.3,129,0.6821705426356589,0.550463506985246,0.48641975308641977,0.45787207872078717
0.04,0.32,129,0.7054263565891473,0.5717323327079424,0.5097352024922118,0.5018292682926828
0.04,0.34,129,0.7209302325581395,0.5879924953095684,0.5229090909090909,0.5314769975786924
0.04,0.36,129,0.7131782945736435,0.5828642901813633,0.517921146953405,0.5196256038647343
0.04,0.38,129,0.7131782945736435,0.5828373015873015,0.5192707577735868,0.5201568312053886
0.04,0.4,129,0.7054263565891473,0.5774578565276239,0.5154544576451271,0.5085221576097854
0.04,0.42,129,0.6744186046511628,0.5550698239222829,0.49670638380315796,0.4601434834595456
0.04,0.44,129,0.6821705426356589,0.560823754789272,0.5050862450243255,0.4715755819762214
0.04,0.46,129,0.6666666666666666,0.5422602089268757,0.4941047162270184,0.4367956137678951
0.04,0.48,129,0.6356589147286822,0.5175688509021842,0.4701530353704267,0.38490412904534843
0.04,0.5,129,0.6356589147286822,0.5157232704402516,0.46973180076628357,0.381578947368421
0.04,0.52,129,0.6201550387596899,0.4986333927510398,0.4553242930726375,0.3468691878487291
0.04,0.54,129,0.5968992248062015,0.47511636233440746,0.4347709903265458,0.29715004191114835
0.04,0.56,129,0.5968992248062015,0.46497584541062803,0.4272506905688032,0.27707727125767867
0.04,0.58,129,0.5968992248062015,0.4579667644183773,0.4221523776264478,0.26228967337512377
0.04,0.6,129,0.6356589147286822,0.47979797979797983,0.45004873294346975,0.30716489544052117
0.04,0.62,129,0.6666666666666666,0.49645969498910675,0.47074485356191964,0.3288566243194192
0.04,0.64,129,0.6511627906976745,0.46658364466583646,0.4436738125262715,0.2729208416833667
0.04,0.66,129,0.6434108527131783,0.45094783450947834,0.42776680564698993,0.24542217700915558
0.04,0.68,129,0.6589147286821705,0.45347670250896055,0.43391812865497076,0.2513848588762859
0.04,0.7000000000000001,129,0.6666666666666666,0.4362026862026862,0.4184700329503963,0.21641474784574088
0.04,0.72,129,0.6589147286821705,0.40510288065843625,0.38193819381938193,0.14518072289156636
0.04,0.74,129,0.6666666666666666,0.39871273712737126,0.3745257452574526,0.13476836686944327
0.04,0.76,129,0.6821705426356589,0.4057971014492754,0.3863584080975386,0.15158806544754566
0.04,0.78,129,0.6976744186046512,0.41269841269841273,0.3993375046006625,0.16094062708472323
0.04,0.8,129,0.6821705426356589,0.3666666666666667,0.32977663963579457,0.06867406233491802
0.04,0.8200000000000001,129,0.6821705426356589,0.3333333333333333,0.27035330261136714,0.0
0.04,0.84,129,0.689922480620155,0.3333333333333333,0.27217125382262997,0.0
0.04,0.86,129,0.7209302325581395,0.3333333333333333,0.27927927927927926,0.0
0.04,0.88,129,0.7286821705426356,0.3333333333333333,0.28101644245142005,0.0
0.04,0.9,129,0.7364341085271318,0.3333333333333333,0.28273809523809523,0.0
0.04,0.92,129,0.751937984496124,0.3333333333333333,0.2861356932153392,0.0
0.04,0.9400000000000001,129,0.751937984496124,0.3333333333333333,0.2861356932153392,0.0
0.04,0.96,129,0.7751937984496124,0.3333333333333333,0.2911208151382824,0.0
0.04,0.98,129,0.7906976744186046,0.3333333333333333,0.29437229437229434,0.0
0.04,1.0,129,0.7984496124031008,0.3333333333333333,0.2959770114942529,0.0
0.06,0.08,129,0.7131782945736435,0.32974910394265233,0.28527131782945736,0.0973903177004537
0.06,0.1,129,0.689922480620155,0.326007326007326,0.2880258899676375,0.15878708835996092
0.06,0.12,129,0.6589147286821705,0.5071161048689139,0.3492383512544803,0.22712418300653592
0.06,0.14,129,0.627906976744186,0.44170771756978655,0.333630421865716,0.19979322822434742
0.06,0.16,129,0.5891472868217055,0.4103687477181453,0.329464861379755,0.19809992962702316
0.06,0.18,129,0.5813953488372093,0.43643162393162394,0.3546897546897547,0.22574191397132382
0.06,0.2,129,0.6356589147286822,0.5518018018018017,0.43523086654016446,0.37410963146484977
0.06,0.22,129,0.6511627906976745,0.5983909545553381,0.461305817470201,0.42728887134964477
0.06,0.24,129,0.6589147286821705,0.6039562289562289,0.4697907456528146,0.4409534127843987
0.06,0.26,129,0.627906976744186,0.5698550724637681,0.45443645083932854,0.4009287925696594
0.06,0.28,129,0.6201550387596899,0.565024154589372,0.4501352265043949,0.39615972487581197
0.06,0.3,129,0.6124031007751938,0.5601932367149759,0.4455106621773289,0.3864155251141552
0.06,0.32,129,0.627906976744186,0.5745358090185676,0.4671052631578947,0.41760722347629786
0.06,0.34,129,0.6356589147286822,0.5860300618921309,0.4755374149659864,0.43547486033519556
0.06,0.36,129,0.627906976744186,0.5809018567639258,0.4707830998153579,0.42538975501113585
0.06,0.38,129,0.627906976744186,0.5812499999999999,0.473299788995293,0.42661357533104916
0.06,0.4,129,0.6201550387596899,0.5762075439494794,0.4708037060978237,0.41741935483870973
0.06,0.42,129,0.5891472868217055,0.5543964232488823,0.4548477048477048,0.3775491624180626
0.06,0.44,129,0.5891472868217055,0.5561941251596424,0.4618376276130287,0.3800888566506483
0.06,0.46,129,0.5736434108527132,0.5345679012345679,0.4528652668416448,0.34866427981272374
0.06,0.48,129,0.5426356589147286,0.5098765432098765,0.4295829184644319,0.30486802447712125
0.06,0.5,129,0.5426356589147286,0.5083601779414021,0.4299081035923141,0.30225522552255235
0.06,0.52,129,0.5271317829457365,0.4918680650554796,0.41720908987096034,0.2734072022160666
0.06,0.54,129,0.5038759689922481,0.4657596371882087,0.3970903610966208,0.2289876727680239
0.06,0.56,129,0.5038759689922481,0.4580314009661836,0.3920243531202436,0.21393887460725514
0.06,0.58,129,0.5038759689922481,0.4515151515151515,0.3880419097810402,0.20162460110240776
0.06,0.6,129,0.5426356589147286,0.4753086419753087,0.41797693920335427,0.23973629008091102
0.06,0.62,129,0.5736434108527132,0.49183006535947715,0.44061302681992337,0.25511811023622044
0.06,0.64,129,0.5581395348837209,0.4629905613512171,0.41452991452991456,0.20969475494411005
0.06,0.66,129,0.5503875968992248,0.44825302202351375,0.39909297052154197,0.18850325379609556
0.06,0.68,129,0.5658914728682171,0.45178358081583886,0.4062421972534332,0.19392992635572426
0.06,0.7000000000000001,129,0.5736434108527132,0.43542568542568544,0.39212897107633954,0.16598095685905723
0.06,0.72,129,0.5658914728682171,0.4036714975845411,0.35629984051036684,0.10726643598615926
0.06,0.74,129,0.5736434108527132,0.398015873015873,0.3494530800230282,0.10041841004184104
0.06,0.76,129,0.5891472868217055,0.4057971014492754,0.3617826617826618,0.1146076146076147
0.06,0.78,129,0.6046511627906976,0.41269841269841273,0.3752440452948067,0.12092463923035812
0.06,0.8,129,0.5891472868217055,0.3666666666666667,0.30604552992612694,0.05081216159933366
0.06,0.8200000000000001,129,0.5891472868217055,0.3333333333333333,0.24715447154471545,0.0
0.06,0.84,129,0.5968992248062015,0.3333333333333333,0.24919093851132687,0.0
0.06,0.86,129,0.627906976744186,0.3333333333333333,0.2571428571428572,0.0
0.06,0.88,129,0.6356589147286822,0.3333333333333333,0.2590837282780411,0.0
0.06,0.9,129,0.6434108527131783,0.3333333333333333,0.2610062893081761,0.0
0.06,0.92,129,0.6589147286821705,0.3333333333333333,0.26479750778816197,0.0
0.06,0.9400000000000001,129,0.6589147286821705,0.3333333333333333,0.26479750778816197,0.0
0.06,0.96,129,0.6821705426356589,0.3333333333333333,0.27035330261136714,0.0
0.06,0.98,129,0.6976744186046512,0.3333333333333333,0.273972602739726,0.0
0.06,1.0,129,0.7054263565891473,0.3333333333333333,0.27575757575757576,0.0
0.08,0.1,129,0.7364341085271318,0.38156288156288154,0.381049145781591,0.25786802030456857
0.08,0.12,129,0.7054263565891473,0.6126716604244694,0.46470199977530613,0.3140218303946264
0.08,0.14,129,0.6744186046511628,0.5210727969348659,0.4425266935526853,0.2830488289003573
0.08,0.16,129,0.6356589147286822,0.47804551539491297,0.43412659691729455,0.27649164677804294
0.08,0.18,129,0.627906976744186,0.5017094017094017,0.4621553057970673,0.30340870739115755
0.08,0.2,129,0.6744186046511628,0.6029713924450766,0.5367508543802617,0.43656405990016645
0.08,0.22,129,0.689922480620155,0.6523592085235921,0.5637399522602509,0.488095238095238
0.08,0.24,129,0.6976744186046512,0.6580687830687831,0.572826211478978,0.5020783847980997
0.08,0.26,129,0.6589147286821705,0.6092995169082126,0.547459706653282,0.44951993017166136
0.08,0.28,129,0.6511627906976745,0.6044685990338164,0.5425764948310793,0.4442848937392304
0.08,0.3,129,0.6434108527131783,0.5996376811594203,0.5377763422337066,0.4343723191306834
0.08,0.32,129,0.6589147286821705,0.6165445665445666,0.5609351332085896,0.46664160872016536
0.08,0.34,129,0.6666666666666666,0.6284493284493284,0.5694677002583979,0.4841439598251651
0.08,0.36,129,0.6589147286821705,0.6233211233211233,0.5645463563693122,0.4739573679332715
0.08,0.38,129,0.6589147286821705,0.624161877394636,0.5673166925611185,0.47546437482672577
0.08,0.4,129,0.6511627906976745,0.6195767195767196,0.5648953379801532,0.46650124069478915
0.08,0.42,129,0.6201550387596899,0.5985883424408015,0.5487867115774092,0.42718622564567277
0.08,0.44,129,0.6201550387596899,0.6016967706622879,0.5563236202074985,0.43089943279013243
0.08,0.46,129,0.6046511627906976,0.5807217473884141,0.5473883351790328,0.40196345786746657
0.08,0.48,129,0.5736434108527132,0.5560303893637227,0.5236819102265845,0.35855709248711687
0.08,0.5,129,0.5736434108527132,0.5547693920335429,0.5241343669250647,0.35663764961915123
0.08,0.52,129,0.5581395348837209,0.5387488328664799,0.5114771513670857,0.32959518599562354
0.08,0.54,129,0.5348837209302325,0.5127293341579056,0.49109462735132836,0.28735843844949815
0.08,0.56,129,0.5348837209302325,0.5057559872545997,0.486424760733884,0.27541658865381013
0.08,0.58,129,0.5348837209302325,0.49958771387342815,0.48260700275326923,0.265375854214123
0.08,0.6,129,0.5736434108527132,0.5241090146750524,0.5132771189486113,0.306790425012213
0.08,0.62,129,0.6046511627906976,0.5412650936080647,0.5364671389679179,0.32805637830660805
0.08,0.64,129,0.5891472868217055,0.5126262626262627,0.5102798233772695,0.2864746399499062
0.08,0.66,129,0.5813953488372093,0.497979797979798,0.49479360250684756,0.26681401957688655
0.08,0.68,129,0.5968992248062015,0.5017921146953405,0.5021735826113392,0.2755157144400042
0.08,0.7000000000000001,129,0.6046511627906976,0.48577533577533577,0.48820612824927906,0.25484199796126406
0.08,0.72,129,0.5968992248062015,0.45418300653594773,0.45233061512131273,0.20493066255778114
0.08,0.74,129,0.6046511627906976,0.448671497584541,0.445575808366506,0.2016745540589735
0.08,0.76,129,0.6201550387596899,0.4565907522429262,0.45806017967440676,0.21808510638297873
0.08,0.78,129,0.6356589147286822,0.46362433862433866,0.47166930112666544,0.2286259541984733
0.08,0.8,129,0.6201550387596899,0.4176560121765602,0.4023339796324494,0.16708393727763882
0.08,0.8200000000000001,129,0.6201550387596899,0.3844444444444444,0.3434462676582852,0.12681309573145438
0.08,0.84,129,0.627906976744186,0.3845029239766082,0.34554850833920603,0.12997049318533094
0.08,0.86,129,0.6589147286821705,0.38472222222222224,0.35374932842121426,0.14376225675064103
0.08,0.88,129,0.6666666666666666,0.38477366255144035,0.3557490357811128,0.14753342554172433
0.08,0.9,129,0.6744186046511628,0.3848238482384824,0.3577291381668946,0.15144870790916198
0.08,0.92,129,0.689922480620155,0.38492063492063494,0.36163167005343566,0.15974596971177324
0.08,0.9400000000000001,129,0.689922480620155,0.38492063492063494,0.36163167005343566,0.15974596971177324
0.08,0.96,129,0.7131782945736435,0.3850574712643678,0.3673454248729646,0.1735064935064934
0.08,0.98,129,0.7286821705426356,0.38514357053682896,0.37106433006355855,0.18369191827879217
0.08,1.0,129,0.7364341085271318,0.38518518518518524,0.37289746965043147,0.18912922906267327
0.1,0.12,129,0.7441860465116279,0.745712596096984,0.5338064713064713,0.3846487424111015
0.1,0.14,129,0.7131782945736435,0.5707803992740472,0.5020964587528055,0.350523880800109
0.1,0.16,129,0.6744186046511628,0.519419784400761,0.49324009324009327,0.3403944485025566
0.1,0.18,129,0.6666666666666666,0.5497076023391813,0.5289505815821606,0.36706983112733915
0.1,0.2,129,0.6976744186046512,0.6227512342063425,0.5858090465301092,0.47247562126454856
0.1,0.22,129,0.7131782945736435,0.6798445886405512,0.617316473480857,0.5238427773343974
0.1,0.24,129,0.7209302325581395,0.6868908382066277,0.6275601165369397,0.5381402287419195
0.1,0.26,129,0.6821705426356589,0.6375424727827473,0.6008199181183181,0.4859558752065313
0.1,0.28,129,0.6744186046511628,0.6327115549083512,0.595442792501616,0.48053691275167776
0.1,0.3,129,0.6666666666666666,0.627880637033955,0.5905006487166111,0.47055454805765007
0.1,0.32,129,0.6821705426356589,0.6488529014844805,0.6164529914529915,0.503939223410242
0.1,0.34,129,0.689922480620155,0.6616734143049933,0.6253523266856601,0.5212913999443363
0.1,0.36,129,0.6821705426356589,0.6565452091767882,0.6202767858944098,0.5110926234054354
0.1,0.38,129,0.6821705426356589,0.6581180961663418,0.6235312956624433,0.5128937189169276
0.1,0.4,129,0.6744186046511628,0.6542049568365357,0.6214078911847675,0.5042547351084272
0.1,0.42,129,0.6434108527131783,0.6344070558910938,0.6055610266136582,0.46583850931677007
0.1,0.44,129,0.6434108527131783,0.6395717611688574,0.6142533936651583,0.47084002140181913
0.1,0.46,129,0.627906976744186,0.619110338408584,0.6056138306138306,0.444165170556553
0.1,0.48,129,0.5968992248062015,0.5944189803838927,0.5815095151479591,0.40149892933618847
0.1,0.5,129,0.5968992248062015,0.5935120820920226,0.5821986442676098,0.40021459227467815
0.1,0.52,129,0.5813953488372093,0.5781389748882009,0.5697972337316599,0.3750224295711465
0.1,0.54,129,0.5581395348837209,0.5519751760353264,0.5491712567268123,0.3348710990502035
0.1,0.56,129,0.5581395348837209,0.5461649292312908,0.5452355863314767,0.3258457871091959
0.1,0.58,129,0.5581395348837209,0.5404662526722998,0.5417300707684712,0.3178402449206791
0.1,0.6,129,0.5968992248062015,0.5660474716202271,0.5734470928132901,0.3616292348686716
0.1,0.62,129,0.627906976744186,0.5839353285173718,0.5974621836690802,0.3872946764298437
0.1,0.64,129,0.6124031007751938,0.5556288841225321,0.5712620712620712,0.3494048819850717
0.1,0.66,129,0.6046511627906976,0.5411739903572935,0.5557699807017369,0.3313344852119118
0.1,0.68,129,0.6201550387596899,0.5454065270703641,0.5635079895949461,0.34258970358814345
0.1,0.7000000000000001,129,0.627906976744186,0.5298663324979114,0.5498361287834972,0.3279791621445627
0.1,0.72,129,0.6201550387596899,0.49839447102605,0.5139792769850574,0.28552051542895895
0.1,0.74,129,0.627906976744186,0.4931155625381862,0.5073815073815073,0.2851535442161163
0.1,0.76,129,0.6434108527131783,0.5012563377753848,0.520084784129728,0.303030303030303
0.1,0.78,129,0.6589147286821705,0.50843776106934,0.5339031339031339,0.3164739884393064
0.1,0.8,129,0.6434108527131783,0.4625401531999012,0.4644522144522145,0.2624906785980612
0.1,0.8200000000000001,129,0.6434108527131783,0.42946407113674595,0.40561920349154396,0.23074928701063002
0.1,0.84,129,0.6511627906976745,0.4295874822190611,0.40781440781440786,0.2360836952230556
0.1,0.86,129,0.6821705426356589,0.43004948268106163,0.4163677427926133,0.2591399355652052
0.1,0.88,129,0.689922480620155,0.4301576726626693,0.41845096484271743,0.265375854214123
0.1,0.9,129,0.6976744186046512,0.43026315789473685,0.4205128205128205,0.27181936604429
0.1,0.92,129,0.7131782945736435,0.4304664099272572,0.4245737342184042,0.28537206168588114
0.1,0.9400000000000001,129,0.7131782945736435,0.4304664099272572,0.4245737342184042,0.28537206168588114
0.1,0.96,129,0.7364341085271318,0.4307533539731682,0.4305128205128205,0.3075465740448373
0.1,0.98,129,0.751937984496124,0.430933655979028,0.4343742066514344,0.3237221494102228
0.1,1.0,129,0.7596899224806202,0.4310207336523126,0.43627636731085007,0.33227583903823676
0.12,0.14,129,0.751937984496124,0.457183908045977,0.4699940582293524,0.4013052936910806
0.12,0.16,129,0.7054263565891473,0.4474899598393574,0.4646464646464647,0.3733060598312452
0.12,0.18,129,0.6821705426356589,0.4792346542346542,0.48953823953823955,0.3731926996918701
0.12,0.2,129,0.7054263565891473,0.5712462462462463,0.5701813250200347,0.47159642125687173
0.12,0.22,129,0.7209302325581395,0.6426369863013699,0.6191576274959242,0.5257352941176471
0.12,0.24,129,0.7286821705426356,0.6553376906318084,0.6326137382630413,0.5409252669039146
0.12,0.26,129,0.689922480620155,0.6148550724637681,0.6054751396138663,0.48966472159034713
0.12,0.28,129,0.6821705426356589,0.610024154589372,0.6001824972413208,0.48440241762526803
0.12,0.3,129,0.6744186046511628,0.6051932367149758,0.5952980093330971,0.47433782866013385
0.12,0.32,129,0.6821705426356589,0.6260683760683761,0.6190025252525252,0.49848283709463304
0.12,0.34,129,0.689922480620155,0.639957264957265,0.6298893411729233,0.5163557971693693
0.12,0.36,129,0.6821705426356589,0.6348290598290598,0.624873018611159,0.5061624649859944
0.12,0.38,129,0.6821705426356589,0.6395833333333333,0.6298583019894495,0.5086399108138239
0.12,0.4,129,0.6744186046511628,0.6385938135938136,0.6293544399910234,0.5006911805363561
0.12,0.42,129,0.6434108527131783,0.6239851678376268,0.6163436163436163,0.4638113309840064
0.12,0.44,129,0.6434108527131783,0.6362717834631071,0.6293919588037235,0.4711229946524065
0.12,0.46,129,0.627906976744186,0.6214726631393298,0.6224747474747474,0.4470441150205394
0.12,0.48,129,0.5968992248062015,0.5967813051146384,0.5982960035133947,0.40500266098988824
0.12,0.5,129,0.5968992248062015,0.5973619846261355,0.5997623291740939,0.4044744318181819
0.12,0.52,129,0.5813953488372093,0.5847179222566219,0.5887445887445887,0.3812400071060579
0.12,0.54,129,0.5581395348837209,0.5602040816326531,0.5680731236286792,0.3430715625837577
0.12,0.56,129,0.5581395348837209,0.5580637007077857,0.5665019017154392,0.3370300243440628
0.12,0.58,129,0.5581395348837209,0.5542929292929293,0.5640176955129235,0.3309980893458284
0.12,0.6,129,0.5968992248062015,0.5835034013605442,0.5981691919191919,0.37715877437325906
0.12,0.62,129,0.627906976744186,0.6052139037433155,0.6242403447755995,0.40689655172413797
0.12,0.64,129,0.6124031007751938,0.5777056277056277,0.5985125985125985,0.37195715676728336
0.12,0.66,129,0.6046511627906976,0.5634559884559884,0.5832421546707262,0.3550632290951867
0.12,0.68,129,0.6201550387596899,0.5689747868001483,0.591919191919192,0.368215892053973
0.12,0.7000000000000001,129,0.627906976744186,0.5550936768149882,0.5792511581985266,0.35820895522388063
0.12,0.72,129,0.6201550387596899,0.5247916666666667,0.5437392795883361,0.32185387833923396
0.12,0.74,129,0.627906976744186,0.5200854700854701,0.5375982042648709,0.32342657342657344
0.12,0.76,129,0.6434108527131783,0.5287768994290734,0.5508042093407948,0.34198270126413843
0.12,0.78,129,0.6589147286821705,0.5367180205415499,0.565104239803035,0.357336956521739
0.12,0.8,129,0.6434108527131783,0.4911835748792271,0.49566250742721335,0.3093575418994414
0.12,0.8200000000000001,129,0.6434108527131783,0.45880281690140845,0.43712991988854055,0.28402509652509655
0.12,0.84,129,0.6511627906976745,0.45925925925925926,0.4395382395382395,0.2907758094074526
0.12,0.86,129,0.6821705426356589,0.4609649122807018,0.4489024321426556,0.3195677344654574
0.12,0.88,129,0.689922480620155,0.46136363636363636,0.4511784511784512,0.3272490221642763
0.12,0.9,129,0.6976744186046512,0.4617521367521367,0.4534293208326357,0.3351394211708735
0.12,0.92,129,0.7131782945736435,0.46249999999999997,0.45785726113594966,0.35158266539872296
0.12,0.9400000000000001,129,0.7131782945736435,0.46249999999999997,0.45785726113594966,0.35158266539872296
0.12,0.96,129,0.7364341085271318,0.46355421686746984,0.4643206256109482,0.3780487804878049
0.12,0.98,129,0.751937984496124,0.46421568627450976,0.468514936600043,0.397020157756354
0.12,1.0,129,0.7596899224806202,0.4645348837209302,0.47057880391213724,0.40694053092095506
0.14,0.16,129,0.7131782945736435,0.4478867852361828,0.4605206999573197,0.3781917665450756
0.14,0.18,129,0.6821705426356589,0.44932844932844934,0.45763469707131677,0.3637675929267412
0.14,0.2,129,0.7054263565891473,0.5630960630960631,0.559298803574133,0.46612938357656286
0.14,0.22,129,0.7131782945736435,0.6222004783648619,0.5984182184094656,0.5087484561547961
0.14,0.24,129,0.7209302325581395,0.6374338624338624,0.6136281289268176,0.5242778119237861
0.14,0.26,129,0.6821705426356589,0.5967333793420749,0.5866743225138199,0.4738883915249179
0.14,0.28,129,0.6744186046511628,0.5919024614676789,0.5815842769032495,0.4691358024691358
0.14,0.3,129,0.6666666666666666,0.5870715435932827,0.5767772828805693,0.45919859608072533
0.14,0.32,129,0.6744186046511628,0.6125763125763126,0.603753879207448,0.4846870838881492
0.14,0.34,129,0.6821705426356589,0.6277278277278278,0.6154923519612298,0.5030536502865733
0.14,0.36,129,0.6744186046511628,0.6225996225996226,0.6104764789453567,0.49298147108366097
0.14,0.38,129,0.6744186046511628,0.628385955831608,0.616208727776495,0.4957654723127036
0.14,0.4,129,0.6666666666666666,0.6283068783068783,0.6163648558014755,0.48823692222529746
0.14,0.42,129,0.627906976744186,0.6024039712564302,0.5956486508747443,0.4408019506908697
0.14,0.44,129,0.627906976744186,0.6185002736726873,0.6113228389947528,0.44945318751667107
0.14,0.46,129,0.6124031007751938,0.6054192720859387,0.6055284699650897,0.426207632772885
0.14,0.48,129,0.5813953488372093,0.5807279140612475,0.5815386598768814,0.38490066225165553
0.14,0.5,129,0.5813953488372093,0.5819636030512835,0.5834406208153848,0.3846289752650177
0.14,0.52,129,0.5658914728682171,0.5704948646125116,0.5732919632140198,0.3622881355932204
0.14,0.54,129,0.5426356589147286,0.5461272228189521,0.5527285930037872,0.3247271759382486
0.14,0.56,129,0.5426356589147286,0.5457927250079955,0.5524493592976588,0.3197175545227029
0.14,0.58,129,0.5426356589147286,0.542803449780194,0.5505216676296212,0.31420075689313387
0.14,0.6,129,0.5736434108527132,0.566531577169875,0.5804086033818084,0.3485446699109357
0.14,0.62,129,0.6046511627906976,0.5902876874020048,0.6077346194246472,0.37810757160412134
0.14,0.64,129,0.5891472868217055,0.5633317299983966,0.5825702553402083,0.3439838802533104
0.14,0.66,129,0.5813953488372093,0.5493025493025493,0.5675627262540045,0.32754126846220666
0.14,0.68,129,0.5968992248062015,0.5556195596518178,0.5768388106416276,0.3406074904158066
0.14,0.7000000000000001,129,0.6046511627906976,0.5427091740651063,0.5649275376739419,0.33092647208379955
0.14,0.72,129,0.5968992248062015,0.5129237071172555,0.529784769221389,0.29530412858493527
0.14,0.74,129,0.6046511627906976,0.5085978835978836,0.5239576168974213,0.2968900288554023
0.14,0.76,129,0.6201550387596899,0.5176522601794341,0.537449012734689,0.31501950585175553
0.14,0.78,129,0.6356589147286822,0.525974025974026,0.552023400155672,0.3299071618037135
0.14,0.8,129,0.6201550387596899,0.4806207059938403,0.4827429221795419,0.2830894862198027
0.14,0.8200000000000001,129,0.6201550387596899,0.44858523119392685,0.4244798177625913,0.25835973248856037
0.14,0.84,129,0.627906976744186,0.4492063492063492,0.4270091135045568,0.2648699988127746
0.14,0.86,129,0.6589147286821705,0.4515229515229515,0.43683557282391666,0.2925339648510532
0.14,0.88,129,0.6666666666666666,0.45206349206349206,0.4392219986586184,0.29988640666414246
